Order ID,Customer ID,Order date & time,Product,Order value (gross),Order value (net),Discount applied (₹),Discount applied (%),Payment mode,Shipping city,Pincode,First order vs repeat,Channel source (last touch),Delivered / Returned / RTO,order_rank,Corrected order type
ORD-20251012-027847,CUST-0023732,2025-10-12 11:48:00,Single item,4069,3257,812,19.9,UPI,Mumbai,259842,Repeat,Meta,Delivered,4.0,Repeat
ORD-20251012-027848,CUST-0003422,2025-10-12 20:27:00,Single item,3829,3298,531,13.9,Card,Mysuru,160921,Repeat,Influencer,Delivered,2.0,Repeat
ORD-20251012-027849,CUST-0005432,2025-10-12 14:04:00,2-item cart,4212,3273,938,22.3,COD,Hyderabad,502520,Repeat,Meta,Delivered,2.0,Repeat
ORD-20251012-027850,CUST-0017560,2025-10-12 14:00:00,Single item,3352,2799,553,16.5,Card,Mumbai,778629,First,Organic Instagram,Delivered,1.0,First
ORD-20251012-027851,CUST-0022676,2025-10-12 22:33:00,2-item cart,4943,4234,709,14.3,NetBanking,Surat,205389,First,Meta,Returned,1.0,First
ORD-20251012-027852,CUST-0020680,2025-10-12 22:41:00,Mixed Cart,4890,3863,1027,21.0,COD,Mumbai,186007,Repeat,Meta,Delivered,2.0,Repeat
ORD-20251012-027853,CUST-0008592,2025-10-12 23:46:00,Single item,3379,2671,708,21.0,Card,Kochi,411860,Repeat,Offline (Friends/Family),RTO,4.0,Repeat
ORD-20251012-027854,CUST-0011412,2025-10-12 16:06:00,2-item cart,3768,3335,433,11.5,COD,Nashik,473668,First,Influencer,Delivered,1.0,First
ORD-20251012-027855,CUST-0016295,2025-10-12 15:52:00,Mixed Cart,4722,3697,1025,21.7,UPI,Dehradun,812003,Repeat,Influencer,Delivered,5.0,Repeat
ORD-20251012-027856,CUST-0005103,2025-10-12 14:44:00,2-item cart,3947,3184,763,19.3,Card,Visakhapatnam,487535,Repeat,Meta,Delivered,2.0,Repeat
ORD-20251012-027857,CUST-0024174,2025-10-12 18:11:00,Mixed Cart,3197,2750,446,14.0,Card,Surat,429483,Repeat,Organic Instagram,Returned,2.0,Repeat
ORD-20251012-027858,CUST-0015890,2025-10-12 23:16:00,Single item,4519,3672,847,18.7,Card,Kolkata,224719,First,Email/SMS,Delivered,1.0,First
ORD-20251012-027859,CUST-0024399,2025-10-12 12:04:00,2-item cart,3733,3360,373,10.0,UPI,Kolkata,147593,Repeat,Google,Delivered,4.0,Repeat
ORD-20251012-027860,CUST-0025660,2025-10-12 22:47:00,2-item cart,2964,2373,591,19.9,UPI,Gurgaon,721675,First,Google,Delivered,1.0,First
ORD-20251012-027861,CUST-0023237,2025-10-12 20:14:00,Single item,4223,3255,968,22.9,UPI,Lucknow,609079,First,Organic Instagram,Delivered,1.0,First
ORD-20251012-027862,CUST-0001203,2025-10-12 20:46:00,Single item,3853,2889,964,25.0,UPI,Bengaluru,271146,Repeat,Influencer,Delivered,3.0,Repeat
ORD-20251012-027863,CUST-0014792,2025-10-12 19:21:00,2-item cart,3723,2924,799,21.5,NetBanking,Bengaluru,634742,First,Google,Delivered,1.0,First
ORD-20251012-027864,CUST-0008221,2025-10-12 20:45:00,2-item cart,3858,2874,985,25.5,Card,Rajkot,589928,Repeat,Meta,Delivered,2.0,Repeat
ORD-20251012-027865,CUST-0023009,2025-10-12 10:01:00,2-item cart,3008,2588,419,13.9,UPI,Indore,545185,First,Meta,Returned,1.0,First
ORD-20251012-027866,CUST-0016202,2025-10-12 18:14:00,Single item,4893,3490,1403,28.7,COD,Surat,251648,Repeat,Organic Instagram,Returned,2.0,Repeat
ORD-20251012-027867,CUST-0003156,2025-10-12 11:04:00,2-item cart,3566,3210,356,10.0,UPI,Pune,322014,Repeat,Influencer,Returned,2.0,Repeat
ORD-20251012-027868,CUST-0024886,2025-10-12 13:44:00,2-item cart,3898,3005,893,22.9,Card,Kolkata,752775,Repeat,Offline (Friends/Family),Delivered,3.0,Repeat
ORD-20251012-027869,CUST-0011837,2025-10-12 10:45:00,Mixed Cart,3298,2637,661,20.0,Card,Kochi,701492,Repeat,Organic Instagram,Delivered,2.0,Repeat
ORD-20251012-027870,CUST-0020503,2025-10-12 20:20:00,Mixed Cart,4100,3332,768,18.7,Card,Pune,468526,First,Email/SMS,Returned,1.0,First
ORD-20251012-027871,CUST-0002229,2025-10-12 20:07:00,Mixed Cart,3877,3220,657,16.9,Card,Delhi,767568,Repeat,Meta,RTO,3.0,Repeat
ORD-20251012-027872,CUST-0009344,2025-10-12 23:59:00,2-item cart,3071,2484,587,19.1,UPI,Hyderabad,493689,Repeat,Google,Delivered,2.0,Repeat
ORD-20251013-027873,CUST-0013382,2025-10-13 19:07:00,Single item,3973,3108,865,21.8,COD,Mumbai,697756,First,Meta,Delivered,1.0,First
ORD-20251013-027874,CUST-0007161,2025-10-13 15:20:00,Mixed Cart,3517,2770,747,21.2,COD,Indore,609860,Repeat,Offline (Friends/Family),Returned,3.0,Repeat
ORD-20251013-027875,CUST-0005127,2025-10-13 12:39:00,Single item,3702,3318,384,10.4,Card,Vadodara,498492,First,Meta,Delivered,1.0,First
ORD-20251013-027876,CUST-0019676,2025-10-13 18:52:00,Single item,4433,3411,1022,23.1,COD,Pune,278330,First,Meta,Returned,1.0,First
ORD-20251013-027877,CUST-0018986,2025-10-13 10:12:00,2-item cart,3644,3244,400,11.0,COD,Lucknow,238792,Repeat,Meta,Delivered,2.0,Repeat
ORD-20251013-027878,CUST-0016688,2025-10-13 17:27:00,Single item,4480,3781,698,15.6,UPI,Bhopal,692740,First,Offline (Friends/Family),Returned,1.0,First
ORD-20251013-027879,CUST-0009850,2025-10-13 18:26:00,Single item,4204,3590,614,14.6,UPI,Bengaluru,237069,First,Influencer,Returned,1.0,First
ORD-20251013-027880,CUST-0020765,2025-10-13 21:08:00,2-item cart,3719,3076,643,17.3,Card,Pune,217126,Repeat,Offline (Friends/Family),RTO,4.0,Repeat
ORD-20251013-027881,CUST-0015385,2025-10-13 13:28:00,Single item,3654,2870,784,21.4,Card,Kanpur,763014,Repeat,Influencer,Returned,6.0,Repeat
ORD-20251013-027882,CUST-0010005,2025-10-13 13:26:00,2-item cart,3842,2855,987,25.7,Wallet,Ahmedabad,433379,Repeat,Organic Instagram,Delivered,3.0,Repeat
ORD-20251013-027883,CUST-0022290,2025-10-13 13:38:00,Mixed Cart,3306,2692,614,18.6,COD,Chandigarh,119349,First,Meta,Delivered,1.0,First
ORD-20251013-027884,CUST-0019809,2025-10-13 20:08:00,2-item cart,4684,3608,1076,23.0,Card,Chennai,672298,Repeat,Google,Delivered,2.0,Repeat
ORD-20251013-027885,CUST-0007598,2025-10-13 15:26:00,2-item cart,4596,3473,1122,24.4,Card,Mumbai,448448,First,Google,Returned,1.0,First
ORD-20251013-027886,CUST-0022829,2025-10-13 13:30:00,Single item,3842,3416,427,11.1,COD,Delhi,395775,First,Meta,Returned,1.0,First
ORD-20251013-027887,CUST-0024362,2025-10-13 13:45:00,Mixed Cart,4438,3711,728,16.4,Card,Kolkata,200563,Repeat,Google,Returned,2.0,Repeat
ORD-20251013-027888,CUST-0002490,2025-10-13 18:13:00,Single item,3622,2956,665,18.4,UPI,Mumbai,179014,Repeat,Influencer,Returned,3.0,Repeat
ORD-20251013-027889,CUST-0008941,2025-10-13 18:43:00,Single item,3546,3164,383,10.8,Card,Delhi,430289,Repeat,Meta,Returned,6.0,Repeat
ORD-20251013-027890,CUST-0001228,2025-10-13 12:20:00,2-item cart,3788,3125,663,17.5,UPI,Kochi,668306,Repeat,Meta,Delivered,4.0,Repeat
ORD-20251013-027891,CUST-0009913,2025-10-13 14:56:00,Mixed Cart,3244,2710,534,16.5,Wallet,Mysuru,421490,First,Influencer,Delivered,1.0,First
ORD-20251013-027892,CUST-0026073,2025-10-13 15:25:00,Single item,3149,2811,338,10.7,NetBanking,Delhi,364327,Repeat,Influencer,Delivered,5.0,Repeat
ORD-20251013-027893,CUST-0024855,2025-10-13 10:46:00,2-item cart,4791,4028,763,15.9,UPI,Patna,394173,Repeat,Influencer,RTO,2.0,Repeat
ORD-20251013-027894,CUST-0021195,2025-10-13 20:00:00,Single item,3518,3166,352,10.0,UPI,Indore,671911,Repeat,Influencer,Delivered,2.0,Repeat
ORD-20251013-027895,CUST-0021386,2025-10-13 17:42:00,Single item,4126,3016,1110,26.9,Card,Mumbai,323691,First,Email/SMS,Delivered,1.0,First
ORD-20251013-027896,CUST-0002962,2025-10-13 16:22:00,Single item,3534,3181,353,10.0,UPI,Dehradun,349294,Repeat,Organic Instagram,Delivered,5.0,Repeat
ORD-20251013-027897,CUST-0015712,2025-10-13 19:21:00,Mixed Cart,4797,3951,846,17.6,UPI,Noida,600928,Repeat,Meta,Delivered,4.0,Repeat
ORD-20251013-027898,CUST-0012464,2025-10-13 21:31:00,Mixed Cart,4198,3485,713,17.0,Wallet,Jaipur,796712,Repeat,Influencer,Delivered,3.0,Repeat
ORD-20251013-027899,CUST-0013329,2025-10-13 19:17:00,Mixed Cart,3089,2726,363,11.8,COD,Patna,312674,Repeat,Meta,Returned,3.0,Repeat
ORD-20251013-027900,CUST-0021443,2025-10-13 11:16:00,2-item cart,3802,3287,515,13.6,UPI,Visakhapatnam,178221,Repeat,Meta,Returned,3.0,Repeat
ORD-20251013-027901,CUST-0026818,2025-10-13 18:39:00,Single item,4370,3171,1199,27.4,Card,Kochi,357508,Repeat,Influencer,Delivered,3.0,Repeat
ORD-20251013-027902,CUST-0024074,2025-10-13 13:43:00,Single item,3038,2704,334,11.0,COD,Mumbai,195365,First,Meta,Delivered,1.0,First
ORD-20251013-027903,CUST-0010234,2025-10-13 19:08:00,Mixed Cart,3411,3070,341,10.0,Card,Delhi,193422,First,Influencer,Returned,1.0,First
ORD-20251013-027904,CUST-0018596,2025-10-13 19:08:00,Single item,4143,3294,849,20.5,UPI,Mysuru,479509,Repeat,Influencer,Returned,3.0,Repeat
ORD-20251013-027905,CUST-0009718,2025-10-13 18:22:00,2-item cart,4483,3605,879,19.6,UPI,Delhi,675321,First,Meta,Delivered,1.0,First
ORD-20251013-027906,CUST-0019598,2025-10-13 16:55:00,Mixed Cart,3812,3430,381,10.0,COD,Hyderabad,656427,Repeat,Google,Returned,2.0,Repeat
ORD-20251013-027907,CUST-0010464,2025-10-13 13:58:00,2-item cart,4156,3398,758,18.2,COD,Hyderabad,516946,Repeat,Organic Instagram,Returned,2.0,Repeat
ORD-20251013-027908,CUST-0008496,2025-10-13 19:07:00,2-item cart,4711,3866,846,18.0,UPI,Bengaluru,779532,Repeat,Email/SMS,Delivered,5.0,Repeat
ORD-20251014-027909,CUST-0000967,2025-10-14 11:21:00,2-item cart,4876,4067,809,16.6,UPI,Kolkata,261606,Repeat,Influencer,Delivered,4.0,Repeat
ORD-20251014-027910,CUST-0017933,2025-10-14 11:36:00,2-item cart,3315,2370,944,28.5,UPI,Pune,808466,Repeat,Meta,Delivered,2.0,Repeat
ORD-20251014-027911,CUST-0001279,2025-10-14 12:00:00,Single item,3429,2882,547,16.0,Wallet,Hyderabad,663910,Repeat,Offline (Friends/Family),Delivered,2.0,Repeat
ORD-20251014-027912,CUST-0010868,2025-10-14 11:49:00,Mixed Cart,4358,3339,1019,23.4,Card,Coimbatore,140939,Repeat,Meta,Delivered,3.0,Repeat
ORD-20251014-027913,CUST-0013799,2025-10-14 22:06:00,Mixed Cart,4566,3390,1176,25.8,UPI,Lucknow,121586,First,Offline (Friends/Family),Delivered,1.0,First
ORD-20251014-027914,CUST-0017097,2025-10-14 14:04:00,Mixed Cart,3848,2998,851,22.1,UPI,Pune,503219,Repeat,Meta,Delivered,3.0,Repeat
ORD-20251014-027915,CUST-0009117,2025-10-14 16:03:00,Single item,4559,3768,791,17.3,Card,Vadodara,324926,Repeat,Meta,RTO,5.0,Repeat
ORD-20251014-027916,CUST-0003251,2025-10-14 21:25:00,2-item cart,3306,2506,801,24.2,UPI,Kolkata,708780,Repeat,Email/SMS,Delivered,2.0,Repeat
ORD-20251014-027917,CUST-0002645,2025-10-14 22:57:00,Single item,2865,2570,295,10.3,UPI,Ahmedabad,420539,First,Meta,Delivered,1.0,First
ORD-20251014-027918,CUST-0010560,2025-10-14 22:55:00,Mixed Cart,3714,3051,663,17.8,Card,Dehradun,725166,Repeat,Meta,RTO,2.0,Repeat
ORD-20251014-027919,CUST-0016634,2025-10-14 16:18:00,2-item cart,3417,2944,473,13.8,Wallet,Bengaluru,575373,Repeat,Offline (Friends/Family),Delivered,2.0,Repeat
ORD-20251014-027920,CUST-0020939,2025-10-14 13:46:00,Mixed Cart,4107,3696,411,10.0,UPI,Hyderabad,485355,Repeat,Influencer,Delivered,3.0,Repeat
ORD-20251014-027921,CUST-0019977,2025-10-14 16:03:00,Single item,3770,3215,556,14.7,UPI,Indore,232860,Repeat,Google,RTO,7.0,Repeat
ORD-20251014-027922,CUST-0015987,2025-10-14 11:03:00,2-item cart,4352,3686,665,15.3,UPI,Hyderabad,309097,First,Offline (Friends/Family),Delivered,1.0,First
ORD-20251014-027923,CUST-0023697,2025-10-14 18:32:00,2-item cart,3382,3044,338,10.0,NetBanking,Mumbai,762403,First,Influencer,Delivered,1.0,First
ORD-20251014-027924,CUST-0011118,2025-10-14 15:31:00,Single item,3192,2872,319,10.0,Card,Dehradun,407555,First,Meta,Delivered,1.0,First
ORD-20251014-027925,CUST-0009673,2025-10-14 18:47:00,2-item cart,3576,3110,466,13.0,Card,Ahmedabad,269381,Repeat,Google,Delivered,2.0,Repeat
ORD-20251014-027926,CUST-0015301,2025-10-14 13:07:00,Single item,3265,2826,439,13.4,UPI,Chennai,622281,Repeat,Meta,RTO,2.0,Repeat
ORD-20251014-027927,CUST-0021347,2025-10-14 22:42:00,Mixed Cart,4525,3339,1186,26.2,NetBanking,Kolkata,703718,Repeat,Organic Instagram,Delivered,2.0,Repeat
ORD-20251014-027928,CUST-0007278,2025-10-14 19:22:00,2-item cart,3349,2588,760,22.7,Card,Mumbai,227601,Repeat,Influencer,RTO,3.0,Repeat
ORD-20251014-027929,CUST-0006265,2025-10-14 15:58:00,Mixed Cart,4675,3761,914,19.6,UPI,Mumbai,116280,Repeat,Meta,Delivered,3.0,Repeat
ORD-20251014-027930,CUST-0021801,2025-10-14 23:47:00,Single item,3537,2526,1010,28.6,COD,Lucknow,590078,Repeat,Meta,RTO,3.0,Repeat
ORD-20251014-027931,CUST-0021378,2025-10-14 19:25:00,Mixed Cart,3215,2619,596,18.5,UPI,Coimbatore,443598,First,Offline (Friends/Family),Returned,1.0,First
ORD-20251014-027932,CUST-0004658,2025-10-14 11:13:00,Single item,2662,2326,335,12.6,COD,Gurgaon,782710,First,Influencer,Delivered,1.0,First
ORD-20251014-027933,CUST-0012156,2025-10-14 11:19:00,Single item,4388,3933,456,10.4,UPI,Chandigarh,670534,Repeat,Email/SMS,Delivered,4.0,Repeat
ORD-20251014-027934,CUST-0007227,2025-10-14 14:30:00,2-item cart,3329,2665,664,19.9,UPI,Delhi,708182,Repeat,Meta,Returned,3.0,Repeat
ORD-20251014-027935,CUST-0024569,2025-10-14 21:27:00,Mixed Cart,4482,3701,781,17.4,NetBanking,Jaipur,825878,Repeat,Google,Delivered,6.0,Repeat
ORD-20251014-027936,CUST-0008777,2025-10-14 12:03:00,Single item,3384,2686,698,20.6,Card,Indore,322965,Repeat,Influencer,RTO,3.0,Repeat
ORD-20251014-027937,CUST-0004339,2025-10-14 17:45:00,2-item cart,2631,2275,356,13.5,Card,Hyderabad,372790,Repeat,Meta,Delivered,2.0,Repeat
ORD-20251014-027938,CUST-0016524,2025-10-14 17:07:00,Single item,4756,3711,1046,22.0,UPI,Ahmedabad,625891,Repeat,Organic Instagram,Returned,2.0,Repeat
ORD-20251014-027939,CUST-0008398,2025-10-14 16:22:00,Mixed Cart,4314,3233,1081,25.1,UPI,Mumbai,322155,First,Meta,Delivered,1.0,First
ORD-20251015-027940,CUST-0011172,2025-10-15 20:04:00,Mixed Cart,4432,3555,877,19.8,Card,Ahmedabad,815142,Repeat,Google,Delivered,3.0,Repeat
ORD-20251015-027941,CUST-0018493,2025-10-15 18:04:00,2-item cart,3727,3006,720,19.3,Card,Delhi,112813,Repeat,Meta,Delivered,3.0,Repeat
ORD-20251015-027942,CUST-0024818,2025-10-15 21:18:00,2-item cart,4000,3422,578,14.4,UPI,Visakhapatnam,483660,Repeat,Google,RTO,4.0,Repeat
ORD-20251015-027943,CUST-0006595,2025-10-15 19:35:00,Mixed Cart,3544,2858,686,19.4,UPI,Dehradun,492395,First,Meta,Delivered,1.0,First
ORD-20251015-027944,CUST-0021183,2025-10-15 16:58:00,Single item,3569,2967,602,16.9,UPI,Delhi,696186,Repeat,Meta,Delivered,3.0,Repeat
ORD-20251015-027945,CUST-0021643,2025-10-15 20:16:00,Mixed Cart,3682,2905,776,21.1,UPI,Patna,433738,First,Email/SMS,Delivered,1.0,First
ORD-20251015-027946,CUST-0017540,2025-10-15 12:57:00,Single item,2888,2501,388,13.4,COD,Mumbai,601992,Repeat,Meta,Delivered,2.0,Repeat
ORD-20251015-027947,CUST-0014491,2025-10-15 11:55:00,2-item cart,4212,3389,823,19.5,Wallet,Mumbai,163620,Repeat,Organic Instagram,Returned,4.0,Repeat
ORD-20251015-027948,CUST-0012684,2025-10-15 21:09:00,Single item,3236,2793,442,13.7,UPI,Mumbai,523738,First,Google,Delivered,1.0,First
ORD-20251015-027949,CUST-0000315,2025-10-15 11:51:00,Mixed Cart,3752,3372,380,10.1,UPI,Ahmedabad,519311,Repeat,Offline (Friends/Family),RTO,3.0,Repeat
ORD-20251015-027950,CUST-0021530,2025-10-15 18:11:00,Mixed Cart,4561,3629,932,20.4,Card,Ahmedabad,446687,First,Meta,Delivered,1.0,First
ORD-20251015-027951,CUST-0007956,2025-10-15 17:20:00,Mixed Cart,3511,3160,351,10.0,UPI,Coimbatore,685025,First,Meta,Delivered,1.0,First
ORD-20251015-027952,CUST-0004892,2025-10-15 17:38:00,2-item cart,3706,2944,762,20.6,UPI,Coimbatore,319143,First,Meta,RTO,1.0,First
ORD-20251015-027953,CUST-0018546,2025-10-15 10:36:00,Single item,4357,3550,807,18.5,UPI,Noida,381566,Repeat,Email/SMS,Delivered,2.0,Repeat
ORD-20251015-027954,CUST-0013514,2025-10-15 13:05:00,Single item,4761,4104,657,13.8,UPI,Kolkata,541189,Repeat,Meta,Returned,2.0,Repeat
ORD-20251015-027955,CUST-0026541,2025-10-15 20:12:00,2-item cart,4226,3381,846,20.0,UPI,Pune,457024,First,Meta,Returned,1.0,First
ORD-20251015-027956,CUST-0009890,2025-10-15 15:41:00,Mixed Cart,3527,2978,548,15.5,COD,Surat,712281,First,Meta,Delivered,1.0,First
ORD-20251015-027957,CUST-0018839,2025-10-15 17:23:00,Mixed Cart,3398,2933,464,13.7,COD,Mumbai,652140,First,Meta,Delivered,1.0,First
ORD-20251015-027958,CUST-0023367,2025-10-15 21:57:00,2-item cart,4129,3175,954,23.1,UPI,Bengaluru,307872,Repeat,Meta,Delivered,3.0,Repeat
ORD-20251015-027959,CUST-0019742,2025-10-15 10:01:00,Mixed Cart,4178,3220,958,22.9,COD,Vadodara,489339,Repeat,Meta,RTO,2.0,Repeat
ORD-20251015-027960,CUST-0022313,2025-10-15 20:29:00,Single item,5055,4036,1019,20.2,COD,Bengaluru,725893,Repeat,Meta,Delivered,2.0,Repeat
ORD-20251015-027961,CUST-0015933,2025-10-15 17:01:00,Single item,3613,2763,851,23.5,UPI,Nagpur,766747,First,Instagram DM,RTO,1.0,First
ORD-20251015-027962,CUST-0006344,2025-10-15 16:39:00,2-item cart,3745,3311,434,11.6,Card,Delhi,266772,First,Meta,Returned,1.0,First
ORD-20251015-027963,CUST-0009396,2025-10-15 21:42:00,Mixed Cart,3978,3132,846,21.3,Card,Noida,504668,First,Meta,Delivered,1.0,First
ORD-20251015-027964,CUST-0010095,2025-10-15 19:35:00,Single item,4246,3167,1079,25.4,Card,Mumbai,554821,First,Organic Instagram,Delivered,1.0,First
ORD-20251015-027965,CUST-0005130,2025-10-15 11:32:00,Single item,4092,3134,958,23.4,UPI,Bhubaneswar,378552,Repeat,Meta,Delivered,3.0,Repeat
ORD-20251015-027966,CUST-0024739,2025-10-15 11:36:00,Mixed Cart,3516,2924,592,16.8,UPI,Rajkot,704372,Repeat,Instagram DM,Delivered,2.0,Repeat
ORD-20251015-027967,CUST-0006055,2025-10-15 10:31:00,2-item cart,3845,3293,552,14.4,COD,Jaipur,747479,Repeat,Google,Delivered,5.0,Repeat
ORD-20251015-027968,CUST-0023824,2025-10-15 22:33:00,Mixed Cart,4168,3647,520,12.5,COD,Vadodara,542186,First,Organic Instagram,Delivered,1.0,First
ORD-20251015-027969,CUST-0012164,2025-10-15 11:22:00,2-item cart,4164,3607,557,13.4,Card,Surat,110871,Repeat,Offline (Friends/Family),Delivered,2.0,Repeat
ORD-20251015-027970,CUST-0009969,2025-10-15 11:55:00,2-item cart,3664,3139,525,14.3,UPI,Rajkot,319682,Repeat,Instagram DM,RTO,4.0,Repeat
ORD-20251015-027971,CUST-0010099,2025-10-15 10:44:00,Mixed Cart,3697,3088,609,16.5,Wallet,Ahmedabad,413922,Repeat,Meta,Delivered,4.0,Repeat
ORD-20251015-027972,CUST-0000923,2025-10-15 12:29:00,Mixed Cart,4786,3885,901,18.8,UPI,Mumbai,332940,First,Google,Returned,1.0,First
ORD-20251015-027973,CUST-0008218,2025-10-15 16:40:00,Mixed Cart,4134,3123,1010,24.4,Card,Jaipur,598663,First,Google,Delivered,1.0,First
ORD-20251015-027974,CUST-0025296,2025-10-15 22:36:00,2-item cart,3529,2947,583,16.5,UPI,Ranchi,239794,First,Influencer,Delivered,1.0,First
ORD-20251015-027975,CUST-0010850,2025-10-15 16:33:00,2-item cart,3449,2414,1035,30.0,UPI,Ranchi,812997,Repeat,Meta,Delivered,2.0,Repeat
ORD-20251015-027976,CUST-0023826,2025-10-15 23:31:00,Mixed Cart,4229,3445,784,18.5,Card,Bengaluru,731308,Repeat,Influencer,Delivered,3.0,Repeat
ORD-20251015-027977,CUST-0005466,2025-10-15 19:17:00,2-item cart,3538,2887,651,18.4,UPI,Mumbai,383671,First,Influencer,Delivered,1.0,First
ORD-20251015-027978,CUST-0014832,2025-10-15 11:48:00,2-item cart,4242,3371,871,20.5,COD,Surat,554325,Repeat,Google,Delivered,5.0,Repeat
ORD-20251015-027979,CUST-0001949,2025-10-15 23:01:00,Single item,3387,2536,851,25.1,Card,Noida,297225,Repeat,Meta,RTO,2.0,Repeat
ORD-20251015-027980,CUST-0002214,2025-10-15 18:59:00,Single item,4580,3342,1238,27.0,UPI,Mysuru,210441,Repeat,Meta,Delivered,3.0,Repeat
ORD-20251015-027981,CUST-0025979,2025-10-15 13:21:00,Mixed Cart,5009,3506,1503,30.0,COD,Pune,499993,First,Instagram DM,Delivered,1.0,First
ORD-20251016-027982,CUST-0003624,2025-10-16 20:53:00,2-item cart,4315,3827,489,11.3,UPI,Jaipur,384182,Repeat,Google,Delivered,2.0,Repeat
ORD-20251016-027983,CUST-0011570,2025-10-16 13:46:00,Single item,4191,3515,676,16.1,UPI,Hyderabad,718748,First,Meta,RTO,1.0,First
ORD-20251016-027984,CUST-0015995,2025-10-16 18:42:00,2-item cart,4515,4064,451,10.0,UPI,Chennai,448469,Repeat,Meta,Returned,2.0,Repeat
ORD-20251016-027985,CUST-0002776,2025-10-16 15:38:00,2-item cart,3312,2599,713,21.5,COD,Hyderabad,144029,Repeat,Google,Returned,5.0,Repeat
ORD-20251016-027986,CUST-0000079,2025-10-16 13:08:00,Mixed Cart,3145,2607,539,17.1,NetBanking,Visakhapatnam,184076,Repeat,Meta,Delivered,4.0,Repeat
ORD-20251016-027987,CUST-0015097,2025-10-16 12:46:00,2-item cart,3862,3012,849,22.0,Card,Ludhiana,181911,Repeat,Meta,Delivered,2.0,Repeat
ORD-20251016-027988,CUST-0000078,2025-10-16 15:38:00,2-item cart,3696,3134,562,15.2,Card,Chandigarh,179365,Repeat,Meta,Delivered,2.0,Repeat
ORD-20251016-027989,CUST-0023364,2025-10-16 11:32:00,2-item cart,4946,3597,1349,27.3,UPI,Pune,373702,Repeat,Influencer,Delivered,2.0,Repeat
ORD-20251016-027990,CUST-0017383,2025-10-16 15:50:00,Single item,3739,2715,1024,27.4,UPI,Kochi,224555,Repeat,Meta,Delivered,4.0,Repeat
ORD-20251016-027991,CUST-0005671,2025-10-16 22:04:00,Single item,3786,2861,925,24.4,COD,Delhi,538645,Repeat,Instagram DM,Returned,2.0,Repeat
ORD-20251016-027992,CUST-0026038,2025-10-16 20:10:00,2-item cart,3309,2896,413,12.5,UPI,Bhubaneswar,114153,Repeat,Meta,Delivered,5.0,Repeat
ORD-20251016-027993,CUST-0010748,2025-10-16 17:44:00,Mixed Cart,4344,3617,728,16.7,NetBanking,Ranchi,294269,Repeat,Google,RTO,2.0,Repeat
ORD-20251016-027994,CUST-0020016,2025-10-16 16:01:00,2-item cart,4002,3508,494,12.3,UPI,Pune,421656,Repeat,Meta,Delivered,3.0,Repeat
ORD-20251016-027995,CUST-0020026,2025-10-16 21:02:00,Single item,5297,3851,1447,27.3,UPI,Surat,602176,First,Meta,Delivered,1.0,First
ORD-20251016-027996,CUST-0002100,2025-10-16 22:47:00,Single item,4051,3194,857,21.1,Card,Ranchi,324149,First,Offline (Friends/Family),Delivered,1.0,First
ORD-20251016-027997,CUST-0024339,2025-10-16 20:17:00,2-item cart,3657,3010,647,17.7,Card,Chennai,569910,First,Google,Returned,1.0,First
ORD-20251016-027998,CUST-0015411,2025-10-16 20:24:00,Single item,3885,3473,412,10.6,NetBanking,Bengaluru,406849,Repeat,Google,Returned,2.0,Repeat
ORD-20251016-027999,CUST-0021069,2025-10-16 20:32:00,2-item cart,4164,3367,797,19.1,COD,Nagpur,259860,First,Organic Instagram,Delivered,1.0,First
ORD-20251016-028000,CUST-0015695,2025-10-16 20:21:00,2-item cart,4081,3579,502,12.3,COD,Delhi,267690,First,Influencer,Returned,1.0,First
ORD-20251016-028001,CUST-0024771,2025-10-16 23:49:00,Mixed Cart,4957,3745,1213,24.5,Card,Mumbai,825322,First,Meta,Delivered,1.0,First
ORD-20251016-028002,CUST-0001237,2025-10-16 14:37:00,2-item cart,3666,2978,687,18.8,UPI,Visakhapatnam,344953,Repeat,Google,Delivered,5.0,Repeat
ORD-20251016-028003,CUST-0002581,2025-10-16 15:15:00,Single item,3802,3021,781,20.5,UPI,Pune,567242,First,Organic Instagram,Returned,1.0,First
ORD-20251016-028004,CUST-0013137,2025-10-16 15:38:00,Single item,5022,3541,1481,29.5,Card,Chandigarh,309041,Repeat,Meta,Delivered,2.0,Repeat
ORD-20251016-028005,CUST-0000005,2025-10-16 23:30:00,Single item,3584,2581,1003,28.0,COD,Delhi,239950,First,Offline (Friends/Family),Delivered,1.0,First
ORD-20251016-028006,CUST-0025476,2025-10-16 23:11:00,2-item cart,4020,3618,402,10.0,UPI,Pune,544605,Repeat,Meta,Delivered,2.0,Repeat
ORD-20251016-028007,CUST-0012460,2025-10-16 13:44:00,2-item cart,3878,2982,896,23.1,UPI,Jaipur,675684,First,Google,Delivered,1.0,First
ORD-20251016-028008,CUST-0019650,2025-10-16 23:36:00,Mixed Cart,3240,2916,324,10.0,Card,Ahmedabad,567241,Repeat,Google,RTO,2.0,Repeat
ORD-20251016-028009,CUST-0001035,2025-10-16 19:23:00,2-item cart,3858,3206,652,16.9,Card,Gurgaon,561233,Repeat,Google,Delivered,2.0,Repeat
ORD-20251016-028010,CUST-0011981,2025-10-16 21:56:00,2-item cart,3459,3112,346,10.0,Card,Kolkata,451332,Repeat,Meta,Delivered,6.0,Repeat
