Order ID,SKU ID,"Category (top, bottom, outerwear, etc.)",Size,Color,MRP,Selling price,Discount %,Returned? (Y/N),Return reason (if any),Actual discount %
ORD-20250216-022759,SKU-CRO-0007,croptops,XL,Grey,1899,1557,18,N,,18.00947867
ORD-20250216-022759,SKU-SHI-0001,shirts,M,Beige,1999,1692,15.4,N,,15.35767884
ORD-20250216-022760,SKU-SHI-0001,shirts,L,Grey,1999,2741,0,N,,-37.11855928
ORD-20250216-022761,SKU-SHI-0045,shirts,S,White,2299,3311,0,N,,-44.01913876
ORD-20250216-022762,SKU-CRO-0042,croptops,XXL,Maroon,1799,3110,0,N,,-72.87381879
ORD-20250216-022763,SKU-SHI-0001,shirts,M,White,1999,1806,9.6,N,,9.654827414
ORD-20250216-022763,SKU-TSH-0004,tshirts,S,Beige,1499,1349,10,N,,10.00667111
ORD-20250216-022764,SKU-SHI-0045,shirts,M,White,2299,1133,50,Y,Size issue,50.71770335
ORD-20250216-022764,SKU-PAN-0021,pants,M,Blue,2799,1410,49.6,Y,Different than images,49.62486602
ORD-20250216-022765,SKU-SHI-0015,shirts,XXL,Blue,2199,2642,0,Y,Size issue,-20.14552069
ORD-20250216-022766,SKU-SHI-0001,shirts,L,Beige,1999,2880,0,Y,RTO,-44.07203602
ORD-20250216-022767,SKU-CRO-0005,croptops,L,Navy,2399,1534,36,N,,36.05669029
ORD-20250216-022767,SKU-SHI-0001,shirts,XXL,White,1999,1231,38.4,N,,38.4192096
ORD-20250216-022768,SKU-PAN-0008,pants,L,Grey,2999,1673,44.2,Y,Different than images,44.21473825
ORD-20250216-022768,SKU-SHI-0003,shirts,L,Beige,2799,1478,47.2,Y,Size issue,47.19542694
ORD-20250216-022769,SKU-SHI-0003,shirts,M,Maroon,2799,3762,0,N,,-34.40514469
ORD-20250216-022770,SKU-PAN-0022,pants,M,Black,2499,999,50,N,,60.0240096
ORD-20250216-022770,SKU-SHI-0001,shirts,M,White,1999,999,50,N,,50.02501251
ORD-20250216-022770,SKU-PAN-0008,pants,XS,Maroon,2999,1021,50,N,,65.95531844
ORD-20250216-022771,SKU-CRO-0035,croptops,S,Navy,1799,1203,33.1,Y,Quality concern,33.1295164
ORD-20250216-022771,SKU-TSH-0012,tshirts,XL,Navy,1999,1333,33.3,Y,Delayed delivery,33.31665833
ORD-20250216-022772,SKU-SHI-0001,shirts,M,Maroon,1999,1591,20.4,Y,RTO,20.4102051
ORD-20250216-022772,SKU-PAN-0002,pants,XXL,Olive,2699,2076,23.1,Y,RTO,23.08262319
ORD-20250216-022773,SKU-PAN-0009,pants,XS,Blue,2799,2883,0,Y,Quality concern,-3.001071811
ORD-20250217-022774,SKU-TSH-0041,tshirts,M,Grey,1499,999,33.4,Y,Different than images,33.35557038
ORD-20250217-022774,SKU-PAN-0008,pants,L,Navy,2999,1652,44.9,Y,Size issue,44.91497166
ORD-20250217-022775,SKU-PAN-0002,pants,M,Black,2699,2002,25.8,N,,25.8243794
ORD-20250217-022775,SKU-PAN-0002,pants,S,Grey,2699,2023,25,N,,25.04631345
ORD-20250217-022776,SKU-TSH-0004,tshirts,M,Blue,1499,2993,0,N,,-99.6664443
ORD-20250217-022777,SKU-TSH-0004,tshirts,L,White,1499,3684,0,N,,-145.7638426
ORD-20250217-022778,SKU-SHI-0003,shirts,XL,White,2799,3432,0,N,,-22.61521972
ORD-20250217-022779,SKU-PAN-0021,pants,M,Blue,2799,3480,0,N,,-24.3301179
ORD-20250217-022780,SKU-TSH-0041,tshirts,XL,White,1499,999,33.4,N,,33.35557038
ORD-20250217-022780,SKU-SHI-0001,shirts,M,White,1999,1296,35.2,N,,35.16758379
ORD-20250217-022780,SKU-SHI-0003,shirts,XL,White,2799,1680,40,N,,39.97856377
ORD-20250217-022781,SKU-CRO-0005,croptops,L,Beige,2399,2766,0,Y,RTO,-15.29804085
ORD-20250217-022782,SKU-PAN-0034,pants,XXL,White,2999,3053,0,N,,-1.8006002
ORD-20250217-022783,SKU-SHI-0015,shirts,XS,Grey,2199,3159,0,N,,-43.65620737
ORD-20250217-022784,SKU-SHI-0006,shirts,L,Olive,2799,3067,0,Y,Different than images,-9.57484816
ORD-20250217-022785,SKU-TSH-0004,tshirts,M,White,1499,2960,0,N,,-97.46497665
ORD-20250217-022786,SKU-SHI-0003,shirts,L,Black,2799,3465,0,N,,-23.79421222
ORD-20250217-022787,SKU-SHI-0003,shirts,XS,Maroon,2799,3686,0,Y,RTO,-31.68988925
ORD-20250217-022788,SKU-SHI-0001,shirts,XS,Blue,1999,1918,4,Y,Quality concern,4.052026013
ORD-20250217-022788,SKU-SHI-0001,shirts,XXL,Blue,1999,1874,6.3,Y,Changed mind,6.253126563
ORD-20250217-022789,SKU-TSH-0029,tshirts,XS,Navy,1699,2964,0,N,,-74.4555621
ORD-20250217-022790,SKU-PAN-0002,pants,XL,Navy,2699,2490,7.7,N,,7.743608744
ORD-20250218-022791,SKU-JAC-0044,jackets,L,Blue,4199,1727,50,N,,58.8711598
ORD-20250218-022791,SKU-CRO-0005,croptops,XXL,Beige,2399,1027,50,N,,57.19049604
ORD-20250218-022792,SKU-CRO-0038,croptops,M,Olive,2399,3253,0,Y,Different than images,-35.5981659
ORD-20250218-022793,SKU-SHI-0003,shirts,M,Black,2799,3460,0,N,,-23.61557699
ORD-20250218-022794,SKU-PAN-0016,pants,S,Maroon,2499,3212,0,Y,RTO,-28.53141257
ORD-20250218-022795,SKU-PAN-0009,pants,M,White,2799,1258,50,Y,Different than images,55.05537692
ORD-20250218-022795,SKU-PAN-0009,pants,M,Blue,2799,1290,50,Y,Different than images,53.91211147
ORD-20250218-022796,SKU-SHI-0013,shirts,XXL,Black,2799,1728,38.3,N,,38.26366559
ORD-20250218-022796,SKU-TSH-0004,tshirts,M,Blue,1499,999,33.4,N,,33.35557038
ORD-20250218-022797,SKU-PAN-0034,pants,S,Navy,2999,1086,50,Y,Size issue,63.78792931
ORD-20250218-022797,SKU-SHI-0001,shirts,L,Navy,1999,999,50,Y,Size issue,50.02501251
ORD-20250218-022797,SKU-SHI-0001,shirts,M,Olive,1999,999,50,Y,Changed mind,50.02501251
ORD-20250218-022798,SKU-PAN-0002,pants,M,Navy,2699,3116,0,N,,-15.45016673
ORD-20250218-022799,SKU-PAN-0018,pants,S,Olive,2799,3635,0,N,,-29.86780993
ORD-20250218-022800,SKU-SHI-0006,shirts,XL,Beige,2799,3703,0,Y,Size issue,-32.29724902
ORD-20250218-022801,SKU-TSH-0032,tshirts,L,Grey,1499,1340,10.6,N,,10.60707138
ORD-20250218-022801,SKU-SHI-0001,shirts,XL,Olive,1999,1716,14.2,N,,14.15707854
ORD-20250219-022802,SKU-SHI-0001,shirts,XXL,Black,1999,1886,5.7,Y,Size issue,5.652826413
ORD-20250219-022802,SKU-SHO-0011,shorts,M,Black,1799,1649,8.3,Y,Size issue,8.337965536
ORD-20250219-022803,SKU-PAN-0008,pants,L,Black,2999,1568,47.7,N,,47.7159053
ORD-20250219-022803,SKU-SHI-0001,shirts,M,Maroon,1999,1045,47.7,N,,47.72386193
ORD-20250219-022803,SKU-SHI-0036,shirts,XXL,White,2299,1200,47.8,N,,47.80339278
ORD-20250219-022804,SKU-PAN-0009,pants,XL,Blue,2799,3311,0,N,,-18.29224723
ORD-20250219-022805,SKU-SHI-0003,shirts,XL,Black,2799,2369,15.4,N,,15.36262951
ORD-20250219-022806,SKU-PAN-0002,pants,XS,Maroon,2699,3127,0,N,,-15.85772508
ORD-20250219-022807,SKU-CRO-0007,croptops,M,Olive,1899,3333,0,Y,Size issue,-75.51342812
ORD-20250219-022808,SKU-SHI-0006,shirts,XXL,White,2799,2492,11,Y,Different than images,10.96820293
ORD-20250219-022809,SKU-SHI-0003,shirts,XL,White,2799,2276,18.7,N,,18.68524473
ORD-20250219-022810,SKU-PAN-0002,pants,S,Blue,2699,1864,30.9,Y,Delayed delivery,30.93738422
ORD-20250219-022810,SKU-SHI-0001,shirts,XXL,White,1999,1342,32.9,Y,Size issue,32.86643322
ORD-20250219-022811,SKU-CRO-0005,croptops,M,Beige,2399,3179,0,N,,-32.51354731
ORD-20250219-022812,SKU-SHI-0001,shirts,XXL,Black,1999,1510,24.5,N,,24.46223112
ORD-20250219-022812,SKU-TSH-0012,tshirts,XL,Olive,1999,1512,24.3,N,,24.36218109
ORD-20250219-022813,SKU-TSH-0012,tshirts,XXL,Olive,1999,2564,0,N,,-28.26413207
ORD-20250219-022814,SKU-TSH-0004,tshirts,XXL,White,1499,2902,0,Y,Size issue,-93.59573049
ORD-20250219-022815,SKU-CRO-0019,croptops,XS,Black,1799,3842,0,N,,-113.5630906
ORD-20250219-022816,SKU-SHI-0003,shirts,S,Navy,2799,3343,0,Y,RTO,-19.43551268
ORD-20250219-022817,SKU-SHI-0003,shirts,M,Grey,2799,1533,45.2,N,,45.23043944
ORD-20250219-022817,SKU-PAN-0002,pants,XXL,Maroon,2699,1465,45.7,N,,45.72063727
ORD-20250219-022818,SKU-SHI-0001,shirts,XL,Navy,1999,3165,0,Y,RTO,-58.32916458
ORD-20250219-022819,SKU-PAN-0018,pants,XS,Maroon,2799,3383,0,N,,-20.8645945
ORD-20250219-022820,SKU-PAN-0002,pants,S,Maroon,2699,2724,0,N,,-0.926268989
ORD-20250220-022821,SKU-PAN-0002,pants,L,Beige,2699,3066,0,N,,-13.59762875
ORD-20250220-022822,SKU-PAN-0009,pants,XXL,Black,2799,2591,7.4,N,,7.431225438
ORD-20250220-022823,SKU-SHI-0001,shirts,XXL,Grey,1999,1629,18.5,Y,Size issue,18.50925463
ORD-20250220-022823,SKU-SHI-0001,shirts,L,Blue,1999,1616,19.1,Y,Fit not as expected,19.15957979
ORD-20250220-022824,SKU-PAN-0026,pants,XL,Beige,3299,3490,0,N,,-5.789633222
ORD-20250220-022825,SKU-SHI-0001,shirts,XXL,White,1999,1571,21.4,Y,Size issue,21.41070535
ORD-20250220-022825,SKU-SHI-0001,shirts,L,Olive,1999,1566,21.6,Y,Different than images,21.66083042
ORD-20250220-022826,SKU-SHI-0003,shirts,XXL,White,2799,1605,42.6,N,,42.65809218
ORD-20250220-022826,SKU-PAN-0028,pants,L,Grey,3299,1911,42.1,N,,42.07335556
ORD-20250220-022827,SKU-SHI-0001,shirts,M,Grey,1999,1354,32.2,Y,Size issue,32.26613307
ORD-20250220-022827,SKU-SHI-0001,shirts,M,Maroon,1999,1328,33.6,Y,Size issue,33.56678339
ORD-20250220-022828,SKU-PAN-0002,pants,XS,Navy,2699,1686,37.5,N,,37.53241941
ORD-20250220-022828,SKU-CRO-0007,croptops,M,Olive,1899,1244,34.5,N,,34.49183781
ORD-20250220-022829,SKU-SHI-0003,shirts,XXL,White,2799,2811,0,Y,Size issue,-0.428724544
ORD-20250220-022830,SKU-PAN-0002,pants,XL,Blue,2699,2752,0,N,,-1.963690256
ORD-20250220-022831,SKU-SHI-0003,shirts,M,Maroon,2799,1583,43.4,N,,43.44408717
ORD-20250220-022831,SKU-SHI-0013,shirts,XXL,White,2799,1621,42.1,N,,42.08645945
ORD-20250220-022832,SKU-CRO-0014,croptops,L,Beige,1799,2677,0,Y,Size issue,-48.80489161
ORD-20250220-022833,SKU-SHI-0001,shirts,S,Beige,1999,1185,40.7,N,,40.72036018
ORD-20250220-022833,SKU-SHI-0003,shirts,XL,Blue,2799,1720,38.5,N,,38.54948196
ORD-20250220-022834,SKU-PAN-0002,pants,L,Black,2699,1737,35.6,N,,35.64283068
ORD-20250220-022834,SKU-SHI-0001,shirts,XXL,Navy,1999,1217,39.1,N,,39.11955978
ORD-20250220-022835,SKU-SHI-0013,shirts,M,Beige,2799,3340,0,N,,-19.32833155
ORD-20250220-022836,SKU-CRO-0014,croptops,S,Black,1799,2947,0,N,,-63.81322957
ORD-20250220-022837,SKU-PAN-0002,pants,L,White,2699,2229,17.4,N,,17.41385698
ORD-20250220-022837,SKU-SHI-0024,shirts,XXL,Navy,2299,1918,16.6,N,,16.57242279
ORD-20250221-022838,SKU-SHI-0015,shirts,XXL,Blue,2199,1383,37.1,N,,37.10777626
ORD-20250221-022838,SKU-PAN-0002,pants,L,Olive,2699,1694,37.3,N,,37.23601334
ORD-20250221-022839,SKU-SHI-0001,shirts,XL,Maroon,1999,2740,0,Y,Changed mind,-37.06853427
ORD-20250221-022840,SKU-TSH-0010,tshirts,XL,Blue,1799,999,44.5,Y,RTO,44.46914953
ORD-20250221-022840,SKU-SHO-0033,shorts,S,Olive,2099,999,50,Y,RTO,52.40590758
ORD-20250221-022840,SKU-SHI-0051,shirts,XS,Black,2499,1076,50,Y,RTO,56.94277711
ORD-20250221-022841,SKU-SHI-0006,shirts,S,White,2799,3268,0,N,,-16.75598428
ORD-20250221-022842,SKU-SHI-0001,shirts,M,Maroon,1999,3421,0,N,,-71.13556778
ORD-20250221-022843,SKU-SHI-0013,shirts,S,White,2799,3465,0,N,,-23.79421222
ORD-20250221-022844,SKU-PAN-0026,pants,L,White,3299,3334,0,N,,-1.060927554
ORD-20250221-022845,SKU-SHI-0001,shirts,S,Grey,1999,2621,0,Y,Size issue,-31.11555778
ORD-20250221-022846,SKU-SHI-0003,shirts,S,Maroon,2799,1548,44.7,Y,Different than images,44.69453376
ORD-20250221-022846,SKU-PAN-0002,pants,S,Olive,2699,1463,45.8,Y,Changed mind,45.79473879
ORD-20250221-022847,SKU-TSH-0012,tshirts,XXL,Black,1999,2874,0,N,,-43.77188594
ORD-20250221-022848,SKU-CRO-0048,croptops,S,Beige,1799,3574,0,N,,-98.66592551
ORD-20250221-022849,SKU-CRO-0007,croptops,XS,Black,1899,2744,0,N,,-44.49710374
ORD-20250221-022850,SKU-PAN-0002,pants,XS,Beige,2699,3875,0,N,,-43.57169322
ORD-20250221-022851,SKU-SHO-0011,shorts,XL,Black,1799,3101,0,Y,Size issue,-72.37354086
ORD-20250221-022852,SKU-SHI-0001,shirts,XL,Navy,1999,2900,0,Y,RTO,-45.07253627
ORD-20250221-022853,SKU-PAN-0002,pants,L,Maroon,2699,2598,3.7,N,,3.742126714
ORD-20250222-022854,SKU-SHI-0017,shirts,XL,Grey,2299,2787,0,N,,-21.22662027
ORD-20250222-022855,SKU-SHI-0003,shirts,L,Maroon,2799,2161,22.8,Y,Size issue,22.79385495
ORD-20250222-022855,SKU-TSH-0012,tshirts,XXL,Navy,1999,1594,20.3,Y,Size issue,20.26013007
ORD-20250222-022856,SKU-CRO-0042,croptops,XS,White,1799,2676,0,N,,-48.74930517
ORD-20250222-022857,SKU-SHI-0001,shirts,XS,Black,1999,1637,18.1,Y,RTO,18.10905453
ORD-20250222-022857,SKU-SHI-0001,shirts,XS,Maroon,1999,1681,15.9,Y,RTO,15.90795398
ORD-20250222-022858,SKU-JAC-0046,jackets,XXL,Black,4799,3393,29.3,N,,29.29777037
ORD-20250222-022859,SKU-PAN-0009,pants,XXL,Navy,2799,3485,0,N,,-24.50875313
ORD-20250222-022860,SKU-TSH-0004,tshirts,S,Beige,1499,3209,0,N,,-114.0760507
ORD-20250222-022861,SKU-SHI-0003,shirts,L,Navy,2799,1868,33.3,N,,33.26187924
ORD-20250222-022861,SKU-TSH-0010,tshirts,XS,Beige,1799,1170,34.9,N,,34.96386882
ORD-20250222-022862,SKU-CRO-0019,croptops,XS,Beige,1799,3814,0,N,,-112.0066704
ORD-20250222-022863,SKU-PAN-0018,pants,XS,Navy,2799,1495,46.6,N,,46.58806717
ORD-20250222-022863,SKU-SHI-0003,shirts,L,Grey,2799,1444,48.4,N,,48.41014648
ORD-20250222-022864,SKU-PAN-0002,pants,XS,Grey,2699,3923,0,N,,-45.35012968
ORD-20250222-022865,SKU-SHI-0001,shirts,XL,Navy,1999,1127,43.6,Y,Changed mind,43.62181091
ORD-20250222-022865,SKU-JAC-0027,jackets,M,Black,4799,2746,42.8,Y,Size issue,42.77974578
ORD-20250222-022866,SKU-SHO-0011,shorts,M,Black,1799,3641,0,Y,RTO,-102.3902168
ORD-20250222-022867,SKU-TSH-0004,tshirts,L,Maroon,1499,3556,0,Y,Size issue,-137.2248165
ORD-20250222-022868,SKU-SHI-0001,shirts,XXL,Maroon,1999,1307,34.6,N,,34.61730865
ORD-20250222-022868,SKU-PAN-0002,pants,XL,Olive,2699,1804,33.2,N,,33.16042979
ORD-20250222-022869,SKU-TSH-0004,tshirts,XS,Blue,1499,999,33.4,N,,33.35557038
ORD-20250222-022869,SKU-SHI-0006,shirts,XL,White,2799,1945,30.5,N,,30.51089675
ORD-20250222-022870,SKU-PAN-0002,pants,XS,Beige,2699,1429,47,N,,47.05446462
ORD-20250222-022870,SKU-PAN-0002,pants,XL,Beige,2699,1430,47,N,,47.01741386
ORD-20250222-022871,SKU-PAN-0009,pants,M,Olive,2799,2068,26.1,Y,Fit not as expected,26.11647017
ORD-20250222-022871,SKU-SHI-0001,shirts,L,Olive,1999,1533,23.3,Y,Size issue,23.31165583
ORD-20250222-022872,SKU-PAN-0002,pants,M,Navy,2699,2462,8.8,N,,8.781030011
ORD-20250222-022873,SKU-SHI-0001,shirts,M,Black,1999,3119,0,N,,-56.02801401
ORD-20250222-022874,SKU-TSH-0032,tshirts,M,Grey,1499,3329,0,Y,Size issue,-122.0813876
ORD-20250222-022875,SKU-PAN-0020,pants,M,Black,2999,1655,44.8,N,,44.81493831
ORD-20250222-022875,SKU-PAN-0002,pants,L,Blue,2699,1507,44.1,N,,44.16450537
ORD-20250222-022876,SKU-SHI-0006,shirts,XXL,Navy,2799,999,50,N,,64.30868167
ORD-20250222-022876,SKU-SHI-0024,shirts,M,Olive,2299,999,50,N,,56.54632449
ORD-20250222-022876,SKU-JAC-0044,jackets,L,Navy,4199,1112,50,N,,73.51750417
ORD-20250222-022877,SKU-PAN-0002,pants,L,Black,2699,2375,12,N,,12.00444609
ORD-20250222-022878,SKU-SHI-0024,shirts,M,Beige,2299,1605,30.2,N,,30.18703784
ORD-20250222-022878,SKU-SHI-0001,shirts,XXL,Blue,1999,1426,28.7,N,,28.66433217
ORD-20250223-022879,SKU-TSH-0029,tshirts,XL,Blue,1699,2621,0,N,,-54.26721601
ORD-20250223-022880,SKU-TSH-0004,tshirts,XXL,White,1499,4195,0,Y,Size issue,-179.8532355
ORD-20250223-022881,SKU-PAN-0018,pants,M,Olive,2799,3154,0,N,,-12.68310111
ORD-20250223-022882,SKU-JAC-0055,jackets,L,Navy,3999,3359,16,N,,16.004001
ORD-20250223-022883,SKU-PAN-0009,pants,L,Grey,2799,3249,0,N,,-16.07717042
ORD-20250223-022884,SKU-CRO-0005,croptops,S,Maroon,2399,2782,0,N,,-15.96498541
ORD-20250223-022885,SKU-PAN-0020,pants,S,Navy,2999,1317,50,N,,56.08536179
ORD-20250223-022885,SKU-PAN-0008,pants,L,Black,2999,1247,50,N,,58.41947316
ORD-20250223-022886,SKU-CRO-0007,croptops,L,White,1899,1474,22.4,Y,RTO,22.38020011
ORD-20250223-022886,SKU-SHI-0015,shirts,XXL,Black,2199,1730,21.3,Y,RTO,21.32787631
ORD-20250223-022887,SKU-SHI-0001,shirts,L,Black,1999,2076,0,N,,-3.851925963
ORD-20250223-022887,SKU-TSH-0004,tshirts,XS,Olive,1499,1548,0,N,,-3.268845897
ORD-20250223-022888,SKU-CRO-0014,croptops,L,Maroon,1799,999,44.5,Y,Changed mind,44.46914953
ORD-20250223-022888,SKU-JAC-0031,jackets,XS,Beige,4799,2578,46.3,Y,Different than images,46.2804751
ORD-20250223-022889,SKU-SHI-0001,shirts,L,Maroon,1999,3193,0,N,,-59.72986493
ORD-20250223-022890,SKU-SHI-0001,shirts,M,Blue,1999,1530,23.5,N,,23.46173087
ORD-20250223-022890,SKU-SHI-0001,shirts,M,Olive,1999,1548,22.6,N,,22.56128064
ORD-20250223-022891,SKU-TSH-0004,tshirts,L,Navy,1499,3884,0,N,,-159.1060707
ORD-20250223-022892,SKU-SHI-0001,shirts,XL,Navy,1999,2615,0,N,,-30.8154077
ORD-20250223-022893,SKU-SHI-0001,shirts,M,Beige,1999,2815,0,Y,Size issue,-40.82041021
ORD-20250223-022894,SKU-SHI-0001,shirts,XS,Beige,1999,1513,24.3,N,,24.31215608
ORD-20250223-022894,SKU-SHI-0013,shirts,XS,Maroon,2799,2052,26.7,N,,26.68810289
ORD-20250223-022895,SKU-PAN-0002,pants,S,Black,2699,2846,0,N,,-5.446461652
ORD-20250223-022896,SKU-SHI-0024,shirts,XXL,Beige,2299,3588,0,Y,Size issue,-56.06785559
ORD-20250223-022897,SKU-SHI-0001,shirts,S,Beige,1999,999,50,N,,50.02501251
ORD-20250223-022897,SKU-CRO-0007,croptops,M,Olive,1899,999,47.4,N,,47.39336493
ORD-20250223-022897,SKU-PAN-0020,pants,S,Maroon,2999,1291,50,N,,56.95231744
ORD-20250223-022898,SKU-SHI-0001,shirts,XL,Navy,1999,3205,0,N,,-60.33016508
ORD-20250223-022899,SKU-TSH-0004,tshirts,XS,Blue,1499,3573,0,Y,Quality concern,-138.3589059
ORD-20250223-022900,SKU-SHI-0001,shirts,XXL,Blue,1999,2498,0,N,,-24.96248124
ORD-20250223-022901,SKU-CRO-0007,croptops,S,Beige,1899,1929,0,Y,Different than images,-1.579778831
ORD-20250223-022901,SKU-SHO-0050,shorts,S,Maroon,1799,1794,0.3,Y,Quality concern,0.277932185
ORD-20250224-022902,SKU-TSH-0004,tshirts,M,Maroon,1499,2943,0,N,,-96.33088726
ORD-20250224-022903,SKU-TSH-0012,tshirts,XS,Grey,1999,1135,43.2,Y,Size issue,43.22161081
ORD-20250224-022903,SKU-SHI-0003,shirts,XL,Maroon,2799,1511,46,Y,Delayed delivery,46.01643444
ORD-20250224-022904,SKU-SHI-0003,shirts,M,Beige,2799,2506,10.5,Y,Size issue,10.46802429
ORD-20250224-022905,SKU-SHI-0001,shirts,XL,Maroon,1999,1145,42.7,Y,RTO,42.72136068
ORD-20250224-022905,SKU-PAN-0008,pants,XS,Blue,2999,1618,46,Y,RTO,46.04868289
ORD-20250224-022906,SKU-CRO-0007,croptops,S,Olive,1899,3745,0,N,,-97.2090574
ORD-20250224-022907,SKU-SHI-0001,shirts,XXL,Black,1999,1148,42.6,Y,RTO,42.57128564
ORD-20250224-022907,SKU-CRO-0005,croptops,L,Grey,2399,1450,39.6,Y,RTO,39.55814923
ORD-20250224-022907,SKU-CRO-0035,croptops,XS,Maroon,1799,1023,43.1,Y,RTO,43.13507504
ORD-20250224-022908,SKU-TSH-0004,tshirts,S,Beige,1499,999,33.4,N,,33.35557038
ORD-20250224-022908,SKU-JAC-0027,jackets,XL,Black,4799,2079,50,N,,56.67847468
ORD-20250224-022909,SKU-TSH-0010,tshirts,XXL,Navy,1799,2810,0,N,,-56.19788772
ORD-20250224-022910,SKU-CRO-0035,croptops,XXL,White,1799,3835,0,Y,RTO,-113.1739855
ORD-20250224-022911,SKU-TSH-0010,tshirts,M,Blue,1799,2515,0,Y,Size issue,-39.79988883
ORD-20250224-022912,SKU-SHI-0001,shirts,XL,Blue,1999,2966,0,N,,-48.37418709
ORD-20250224-022913,SKU-PAN-0002,pants,XS,Olive,2699,2943,0,Y,Size issue,-9.040385328
ORD-20250224-022914,SKU-PAN-0028,pants,S,Olive,3299,3438,0,Y,Fit not as expected,-4.213397999
ORD-20250224-022915,SKU-SHO-0023,shorts,L,Black,1799,3760,0,N,,-109.0050028
ORD-20250224-022916,SKU-PAN-0002,pants,S,Navy,2699,2335,13.5,N,,13.48647647
ORD-20250224-022917,SKU-SHI-0015,shirts,S,Olive,2199,1810,17.7,Y,Different than images,17.68985903
ORD-20250224-022917,SKU-PAN-0002,pants,XS,Blue,2699,2277,15.6,Y,Changed mind,15.63542053
ORD-20250224-022918,SKU-SHI-0003,shirts,L,Black,2799,999,50,Y,RTO,64.30868167
ORD-20250224-022918,SKU-SHI-0013,shirts,XL,Navy,2799,999,50,Y,RTO,64.30868167
ORD-20250224-022918,SKU-SHI-0003,shirts,XS,Beige,2799,999,50,Y,RTO,64.30868167
ORD-20250224-022918,SKU-CRO-0019,croptops,XXL,Black,1799,999,44.5,Y,RTO,44.46914953
ORD-20250224-022919,SKU-SHI-0015,shirts,L,Blue,2199,1297,41,Y,RTO,41.01864484
ORD-20250224-022919,SKU-TSH-0012,tshirts,XL,Maroon,1999,1205,39.7,Y,RTO,39.71985993
ORD-20250224-022920,SKU-SHI-0001,shirts,XL,Navy,1999,3212,0,Y,Fit not as expected,-60.68034017
ORD-20250224-022921,SKU-SHI-0001,shirts,L,Olive,1999,2960,0,N,,-48.07403702
ORD-20250225-022922,SKU-PAN-0020,pants,XL,Blue,2999,3198,0,N,,-6.635545182
ORD-20250225-022923,SKU-PAN-0008,pants,XXL,Blue,2999,3333,0,N,,-11.13704568
ORD-20250225-022924,SKU-CRO-0035,croptops,S,Black,1799,1594,11.4,N,,11.39521957
ORD-20250225-022924,SKU-TSH-0012,tshirts,M,White,1999,1806,9.7,N,,9.654827414
ORD-20250225-022925,SKU-PAN-0002,pants,XL,Grey,2699,2671,1,N,,1.037421267
ORD-20250225-022926,SKU-JAC-0053,jackets,L,White,4499,2842,36.8,N,,36.83040676
ORD-20250225-022927,SKU-CRO-0007,croptops,M,Olive,1899,3760,0,Y,Size issue,-97.99894681
ORD-20250225-022928,SKU-SHI-0003,shirts,XL,Maroon,2799,3283,0,N,,-17.29188996
ORD-20250225-022929,SKU-PAN-0002,pants,XXL,White,2699,2451,9.2,N,,9.188588366
ORD-20250225-022930,SKU-SHI-0001,shirts,XXL,Blue,1999,1600,20,N,,19.95997999
ORD-20250225-022930,SKU-PAN-0002,pants,XS,Navy,2699,2189,18.9,N,,18.89588737
ORD-20250225-022931,SKU-PAN-0016,pants,XS,Navy,2499,1171,50,N,,53.1412565
ORD-20250225-022931,SKU-PAN-0002,pants,M,Maroon,2699,1252,50,N,,53.61244906
ORD-20250225-022931,SKU-TSH-0012,tshirts,XL,Blue,1999,999,50,N,,50.02501251
ORD-20250225-022932,SKU-SHI-0052,shirts,XXL,Black,2799,1778,36.5,N,,36.47731333
ORD-20250225-022932,SKU-SHI-0001,shirts,XL,Navy,1999,1206,39.7,N,,39.66983492
ORD-20250225-022933,SKU-SHI-0001,shirts,XL,Black,1999,3661,0,Y,RTO,-83.14157079
ORD-20250225-022934,SKU-SHI-0006,shirts,XS,Beige,2799,2973,0,Y,Different than images,-6.216505895
ORD-20250225-022935,SKU-PAN-0026,pants,XS,Olive,3299,3249,1.5,N,,1.515610791
ORD-20250225-022936,SKU-CRO-0007,croptops,XL,Beige,1899,3629,0,N,,-91.10057925
ORD-20250225-022937,SKU-SHO-0040,shorts,XS,Blue,1999,2973,0,N,,-48.72436218
ORD-20250225-022938,SKU-SHI-0001,shirts,XXL,White,1999,3132,0,Y,Delayed delivery,-56.67833917
ORD-20250225-022939,SKU-CRO-0005,croptops,XS,Black,2399,1630,32.1,N,,32.05502293
ORD-20250225-022939,SKU-SHI-0001,shirts,XXL,Black,1999,1437,28.1,N,,28.11405703
ORD-20250225-022940,SKU-SHI-0001,shirts,M,Blue,1999,1947,2.6,N,,2.60130065
ORD-20250225-022940,SKU-SHI-0001,shirts,L,Beige,1999,1921,3.9,N,,3.901950975
ORD-20250225-022941,SKU-SHI-0024,shirts,S,Blue,2299,3534,0,N,,-53.71900826
ORD-20250225-022942,SKU-SHO-0011,shorts,XS,Grey,1799,3463,0,N,,-92.49583102
ORD-20250225-022943,SKU-SHI-0001,shirts,XL,Grey,1999,2548,0,Y,RTO,-27.46373187
ORD-20250225-022944,SKU-JAC-0027,jackets,M,Maroon,4799,2771,42.3,N,,42.25880392
ORD-20250225-022945,SKU-SHI-0013,shirts,M,Black,2799,3099,0,Y,RTO,-10.71811361
ORD-20250225-022946,SKU-CRO-0005,croptops,XS,Blue,2399,3140,0,N,,-30.88786995
